pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
101,2995,1976,2219,829,2089,1222,1009
102,3281,1998,2219,829,2100,1236,1191
103,3319,1946,2218,829,2101,1259,1192
104,3368,1945,2218,830,2099,1322,1309
105,3364,1846,2219,829,2090,1366,1308
106,3205,1832,2220,829,2084,1403,1276
107,3118,1872,2218,829,2094,1143,1050
108,3158,1873,2195,829,2097,1121,1124
109,3273,1874,2055,829,2096,1176,1123
110,3312,1876,2034,830,2095,1264,1122
111,3270,1937,2064,828,2077,1452,1190
112,3150,1940,2130,828,2079,1418,1189
113,3077,1939,2190,828,2080,1335,1188
114,3049,1938,2213,829,2093,1178,1029
115,3066,1939,2210,829,2099,1088,982
116,3193,1938,2198,829,2099,1154,1127
117,3260,1938,2105,829,2098,1219,1128
118,3272,1937,2009,829,2098,1326,1128
119,3272,1937,1985,829,2090,1462,1222
120,3226,1934,1998,828,2078,1463,1220
121,3138,1936,2027,828,2080,1452,1219
122,3079,1936,2065,828,2079,1451,1219
123,3003,1939,2168,828,2081,1345,1127
124,3005,1941,2199,829,2091,1219,1106
125,3005,1938,2132,829,2101,1119,1098
126,3092,1920,2073,829,2100,1118,1110
127,3317,1877,2060,829,2098,1229,1245
128,3366,1868,2062,851,2087,1411,1331
129,3269,1825,2063,851,2081,1433,1328
130,3146,1827,2066,848,2080,1408,1283
131,3059,1829,2066,832,2080,1391,1191
132,2995,1847,2066,827,2079,1348,1098
133,2957,1920,2066,827,2080,1223,1048
134,2964,1970,2066,828,2095,1122,1049
135,3145,1966,2021,829,2096,1270,1172
136,3143,1957,2021,828,2075,1417,1201
137,3071,1958,2183,828,2081,1391,1201
138,3063,1958,2269,828,2086,1303,1202
139,3065,1934,2280,829,2096,1206,1150
140,3066,1899,2209,829,2100,1146,1149
141,3071,1899,2125,829,2100,1128,1148
142,3135,1898,2079,829,2099,1124,1152
143,3258,1897,2009,829,2099,1201,1219
144,3283,1892,1955,829,2098,1250,1219
145,3280,1868,1942,828,2075,1440,1219
146,3251,1870,2026,828,2079,1452,1219
147,3197,1871,2073,828,2080,1447,1220
148,3125,1871,2074,828,2079,1428,1218
149,2991,1871,2162,827,2078,1356,1127
150,2984,1874,2239,829,2095,1258,1113
151,3056,1874,2163,829,2100,1173,1115
152,3190,1872,2048,829,2099,1200,1115
153,3247,1871,2011,829,2099,1245,1116
154,3295,1870,2002,829,2096,1363,1212
155,3301,1867,2003,829,2079,1501,1261
156,3229,1867,2011,828,2075,1515,1261
157,3143,1867,2049,828,2075,1515,1260
158,3039,1868,2155,828,2079,1482,1255
159,3005,1868,2224,828,2083,1420,1206
