pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
50,534,3169,1131,2417,2354,2658,3344
51,458,3170,1133,2458,2355,2608,3265
52,399,3170,1133,2498,2355,2583,3205
53,396,3188,1077,2522,2353,2641,3210
54,400,3216,1009,2525,2353,2675,3275
55,401,3220,950,2457,2351,2708,3325
56,441,3219,941,2374,2352,2753,3368
57,534,3217,943,2358,2352,2735,3369
58,609,3218,944,2368,2353,2733,3429
59,550,3214,955,2436,2354,2704,3375
60,458,3215,960,2504,2358,2625,3338
61,394,3213,971,2536,2418,2580,3271
62,401,3221,1000,2432,2423,2625,3272
63,448,3222,999,2358,2423,2711,3275
64,514,3222,999,2308,2427,2731,3276
65,568,3222,998,2289,2434,2717,3329
66,627,3223,998,2274,2435,2758,3331
67,637,3222,983,2318,2440,2835,3337
68,581,3222,981,2387,2466,2778,3331
69,493,3221,982,2410,2470,2806,3273
70,407,3221,983,2413,2472,2842,3176
71,324,3220,983,2412,2480,2877,3112
72,304,3222,1007,2387,2505,2626,3105
73,306,3224,1006,2355,2504,2591,3105
74,323,3223,986,2326,2504,2534,3105
75,324,3222,937,2310,2504,2460,3104
76,326,3223,930,2315,2504,2532,3105
77,339,3224,929,2317,2504,2638,3105
78,364,3224,929,2317,2503,2767,3105
79,412,3225,927,2318,2504,2873,3106
80,420,3225,927,2314,2503,2665,3106
81,428,3225,928,2312,2502,2548,3105
82,471,3225,927,2310,2503,2473,3105
83,509,3225,928,2310,2502,2425,3189
84,548,3225,928,2315,2502,2656,3278
85,552,3225,928,2329,2502,2743,3278
86,551,3225,929,2379,2504,2783,3278
87,535,3223,932,2458,2505,2754,3278
88,494,3223,932,2505,2525,2712,3273
89,460,3220,936,2521,2582,2593,3273
90,428,3220,939,2538,2647,2480,3274
91,442,3222,937,2503,2627,2441,3278
92,477,3222,930,2459,2619,2395,3306
93,552,3223,928,2413,2601,2405,3380
94,606,3223,928,2358,2596,2517,3381
95,653,3223,929,2321,2580,2625,3381
96,659,3225,929,2317,2566,2763,3381
97,644,3225,931,2354,2567,2805,3380
98,588,3224,932,2401,2574,2807,3376
99,522,3224,934,2452,2576,2788,3374
100,474,3224,933,2563,2576,2687,3375
101,474,3224,934,2564,2577,2531,3378
102,480,3225,932,2512,2574,2499,3380
103,529,3226,930,2430,2567,2552,3381
104,569,3225,930,2384,2506,2550,3517
105,582,3224,931,2278,2496,2688,3517
106,608,3224,930,2225,2473,2724,3515
107,619,3224,932,2228,2467,2913,3514
108,563,3224,936,2270,2472,2938,3513
109,495,3224,961,2337,2493,2856,3513
110,444,3224,1036,2368,2502,2833,3513
111,446,3225,1040,2372,2501,2788,3504
112,445,3224,1040,2375,2501,2762,3405
113,442,3224,1042,2381,2503,2746,3295
114,435,3223,1046,2382,2504,2737,3240
115,423,3224,1053,2384,2504,2735,3216
116,411,3223,1060,2386,2505,2737,3197
117,404,3223,1065,2394,2505,2758,3197
118,401,3225,1063,2456,2504,2804,3197
119,404,3224,1063,2445,2500,2603,3197
120,415,3224,1062,2435,2494,2374,3197
121,423,3225,1055,2432,2468,2542,3200
122,425,3226,1047,2439,2459,2694,3200
123,440,3225,1013,2435,2451,2735,3202
124,481,3225,1007,2411,2448,2786,3203
125,540,3225,1007,2408,2425,2764,3204
126,479,3224,1008,2412,2542,2733,3198
127,526,3170,1016,2366,2882,2841,2951
128,539,3180,1013,2344,2880,2880,3000
129,566,3216,1011,2288,2878,2946,3002
130,619,3222,1003,2213,2878,3013,3002
131,701,3221,962,2147,2876,2947,3116
132,762,3148,924,2080,2917,2965,3191
133,765,3189,927,2126,2918,2854,3194
134,817,3227,927,2131,2906,2774,3281
135,781,3228,968,2210,2906,2752,3282
136,751,3225,991,2347,2915,2649,3250
137,711,3225,998,2428,2941,2701,3254
138,710,3225,1002,2399,2788,2647,3416
139,629,3224,1003,2372,2776,2699,3412
140,515,3223,1002,2322,2755,2788,3377
141,507,3222,1001,2340,2721,2852,3210
142,512,3227,1001,2255,2704,2746,3210
143,572,3227,999,2275,2696,2740,3241
144,635,3227,998,2293,2629,2718,3377
145,697,3227,996,2321,2585,2702,3457
146,661,3225,1001,2432,2611,2682,3385
147,584,3224,1001,2478,2611,2607,3305
148,559,3225,1010,2467,2585,2453,3310
149,593,3225,1002,2440,2534,2479,3441
150,650,3225,993,2396,2506,2511,3444
151,720,3223,985,2349,2505,2647,3487
152,688,3221,993,2390,2613,2696,3398
153,597,3223,996,2414,2668,2676,3330
154,516,3223,998,2414,2661,2647,3296
155,406,3223,1001,2415,2616,2629,3217
156,308,3224,1006,2415,2565,2595,3145
157,336,3224,1003,2406,2434,2616,3147
158,399,3224,999,2390,2424,2581,3210
159,411,3218,951,2271,2426,2752,3209
160,479,3219,947,2221,2400,2736,3209
161,549,3218,947,2154,2371,2655,3209
162,375,3219,961,2136,2371,2568,3209
163,284,3219,993,2146,2372,2909,3210
164,280,3219,1005,2161,2372,3097,3210
165,280,3219,1107,2161,2371,3057,3210
166,507,3152,947,2135,2523,3017,3207
167,537,3192,945,2137,2524,3009,3208
168,568,3226,944,2102,2521,3043,3207
169,519,3221,948,2110,2522,3115,3205
170,366,3221,967,2182,2523,3066,3130
171,296,3221,990,2239,2524,2868,3023
172,295,3222,991,2244,2477,2726,2967
173,356,3223,963,2243,2468,2728,2970
174,305,3221,1000,2287,2475,2651,2965
175,285,3221,1009,2340,2536,2748,2934
176,282,3221,1009,2432,2673,2741,2845
177,292,3223,996,2361,2583,2696,2850
178,353,3223,963,2341,2534,2607,2935
179,431,3223,953,2318,2501,2634,3096
180,499,3223,948,2247,2445,2684,3244
181,522,3223,946,2162,2439,2821,3246
182,537,3225,948,2241,2441,2801,3246
183,540,3225,949,2340,2443,2753,3246
184,480,3223,982,2406,2457,2713,3240
185,362,3224,1002,2418,2458,2691,3147
186,307,3224,1002,2423,2458,2687,3096
187,312,3221,1002,2335,2450,2617,3094
188,413,3222,1001,2251,2414,2692,3173
189,464,3222,993,2176,2402,2833,3230
190,520,3222,979,2191,2401,2974,3281
191,455,3221,988,2265,2434,2976,3276
192,409,3220,993,2302,2464,2775,3279
193,359,3216,996,2301,2464,2688,3248
194,308,3216,1010,2304,2466,2716,3084
195,286,3216,1029,2310,2530,2786,2967
196,284,3216,1041,2376,2580,2790,2892
197,285,3219,1039,2433,2585,2784,2892
198,288,3220,963,2432,2584,2833,2897
199,318,3224,932,2414,2582,2765,2936
200,372,3223,928,2383,2581,2792,2999
