pose_id,timestamp_ms,target_tick_0,target_tick_1,target_tick_2,target_tick_3,target_tick_4,target_tick_5,target_tick_6,actual_tick_0,actual_tick_1,actual_tick_2,actual_tick_3,actual_tick_4,actual_tick_5,actual_tick_6,actual_rad_0,actual_rad_1,actual_rad_2,actual_rad_3,actual_rad_4,actual_rad_5,actual_rad_6,moving_camera_q0,moving_camera_qx,moving_camera_qy,moving_camera_qz,moving_camera_tx_mm,moving_camera_ty_mm,moving_camera_tz_mm,moving_camera_error,moving_camera_frame,moving_camera_visible_markers,moving_accepted_samples,fixed_camera_q0,fixed_camera_qx,fixed_camera_qy,fixed_camera_qz,fixed_camera_tx_mm,fixed_camera_ty_mm,fixed_camera_tz_mm,fixed_camera_error,fixed_camera_frame,fixed_camera_visible_markers,fixed_accepted_samples,moving_relative_fixed_q0,moving_relative_fixed_qx,moving_relative_fixed_qy,moving_relative_fixed_qz,moving_relative_fixed_tx_mm,moving_relative_fixed_ty_mm,moving_relative_fixed_tz_mm,moving_relative_fixed_error,moving_relative_fixed_frame,moving_relative_fixed_visible_markers
12,1784906647327,2803,1526,937,1679,3244,2176,999,2800,1519,929,1676,3230,2170,993,1.15355355249,-0.811475836792,-1.74413615583,-0.662679700367,1.76714586764,0.187145656122,-1.61834973122,0.44713802698,-0.71196477254,-0.286073555584,-0.459712593134,20.7329070409,153.054785665,-1607.13116862,0.147286876539,441697,4,30,0.141307533461,-0.462056450661,-0.344203207264,-0.805021844113,346.434725952,41.6005673726,-1831.10611979,0.41060585777,441697,4,30,0.860698002337,0.178057936075,-0.247252030578,0.407873452861,372.126626889,-163.41953055,-59.0281878838,0.436223101676,441697,4
13,1784906659196,3030,1337,996,1703,2793,2165,383,3028,1334,990,1692,2790,2158,388,1.50330117213,-1.09526228255,-1.65056332776,-0.63813600776,1.09219432097,0.168737886667,-2.54640810789,0.34790727413,-0.558457405156,0.186164622436,-0.729677044032,142.163573201,328.859063721,-1578.51985677,0.0805942996095,442408,4,30,0.140349501713,-0.46199741822,-0.343412666522,-0.805560763319,346.381403605,41.8644850413,-1831.31503499,0.413802986344,442408,4,30,0.830702399098,-0.318194210857,0.0328414136049,0.455639561344,347.699133994,-211.891380058,148.941491385,0.421578406274,442408,4
14,1784906677576,3060,936,999,1707,2938,2195,414,3058,928,998,1691,2920,2176,408,1.54932059576,-1.71805848243,-1.63829148146,-0.639669988548,1.2916118234,0.196349540849,-2.51572849213,0.111171577615,-0.518660793986,0.260224485615,-0.806793082642,311.650973511,367.640655518,-1610.15364176,0.137479459494,443512,4,30,0.140046062677,-0.461884772816,-0.343274409757,-0.80573707658,346.351941935,41.9280784607,-1831.33933105,0.398487639427,443512,4,30,0.815865357834,-0.507911878726,0.029346980113,0.274823572666,234.21087294,-161.26911744,274.505897872,0.421536475953,443512,4
15,1784906693775,3068,3142,1197,1950,2854,2211,951,3066,3146,1195,1956,2861,2219,946,1.56159244207,1.6843109051,-1.33609726625,-0.233165079759,1.20110695691,0.262310714728,-1.69044682825,0.617970468085,0.014478824927,-0.763717323054,0.186114788963,332.225348918,-334.37010498,-1646.04731445,0.0944888457656,444487,4,30,0.14614967933,-0.463009456053,-0.345938136165,-0.802863201787,346.583235677,40.5293121338,-1830.40657552,0.396001708508,444487,4,30,0.19838658482,0.965786984359,0.0276141186089,0.164729245307,131.178180663,338.641711847,-207.022063851,0.407118527109,444487,4
16,1784906709903,3223,3172,1190,1892,2854,2487,951,3221,3177,1192,1911,2861,2496,946,1.79935946419,1.73186430952,-1.34069920861,-0.302194215213,1.20110695691,0.687223392973,-1.69044682825,0.563023377047,0.0549617585044,-0.690759756331,0.450371891923,378.661594645,-200.02088267,-1555.72076823,0.108515930672,445456,4,30,0.14654519326,-0.463626005684,-0.345614179117,-0.802574776814,346.659603882,40.5148888906,-1830.34879557,0.387028647463,445456,4,30,-0.0656940854529,0.979127929923,-0.0713318599657,0.178618447352,194.819725071,305.560057279,-54.5936290662,0.401953829645,445456,4
18,1784906738704,3133,3228,1523,1913,2771,1191,1037,3135,3230,1520,1915,2780,1201,1030,1.66743711643,1.81316529128,-0.837553510186,-0.296058292062,1.0768545131,-1.29928172734,-1.56159244207,0.560124454784,-0.293557361476,-0.595674161028,-0.495234252208,165.124585978,-366.627416992,-1792.52036133,0.313698617617,447184,4,30,0.146306582888,-0.46329443784,-0.346147773875,-0.802579819278,346.584974162,40.4072298686,-1830.3049764,0.391505334775,447184,4,30,0.821609689162,0.523204996518,0.100570842457,0.202730254134,92.7592532191,207.12413385,-385.393393145,0.50168042602,447184,4
19,1784906749217,2895,3225,1527,1910,2770,1179,1038,2896,3229,1524,1914,2779,1188,1029,1.30081570813,1.81163131049,-0.831417587034,-0.29759227285,1.07532053231,-1.31922347758,-1.56312642286,0.610199792477,-0.183203621007,-0.491434410855,-0.5937885704,174.68546346,-384.667877197,-1954.00796712,0.276031884551,447817,4,30,0.145158727424,-0.461931824826,-0.3461489169,-0.803572560753,346.493936157,40.5521799723,-1830.54816488,0.392918404937,447817,4,30,0.820465099424,0.444641036624,0.266956438581,0.240552757369,-49.5985120192,158.251352372,-445.04951203,0.480185874664,447817,4
20,1784906766940,2667,3111,1529,1528,2126,1632,785,2668,3139,1525,1547,2132,1638,789,0.951068088489,1.67357303958,-0.829883606246,-0.860563222004,0.0828349625458,-0.628932123033,-1.93128181195,0.558618886439,-0.364703566271,-0.54800167215,-0.504609171324,21.5431744893,-367.667242432,-1993.81805013,0.293620298803,448882,4,30,0.143085371591,-0.460761516241,-0.346117835052,-0.804629011313,346.319136556,40.8677108765,-1830.92785645,0.410752225916,448882,4,30,0.843667890109,0.47149014955,0.053990353639,0.25101109894,0.42748495999,46.3007734285,-544.765549981,0.504906200164,448882,4
21,1784906783654,2593,3220,1525,1136,2031,1799,787,2594,3227,1526,1143,2043,1800,789,0.837553510186,1.80856334892,-0.828349625458,-1.48029146031,-0.053689327576,-0.380427235396,-1.93128181195,0.50540578487,-0.405356545147,-0.47368579073,-0.596550782069,-7.02350231806,-245.317048645,-2051.40378418,0.305839853485,449884,4,30,0.141673541398,-0.460146997278,-0.345832014372,-0.805353069404,346.184650675,41.1297658285,-1831.18795573,0.412154278159,449884,4,30,0.902375939044,0.350310603895,0.0557226704304,0.244734814509,-21.1394503113,-80.5402132981,-498.36651738,0.513234025553,449884,4
22,1784906801817,2539,2994,1525,1014,2033,1716,831,2541,3013,1524,1015,2041,1705,824,0.756252528428,1.48029146031,-0.831417587034,-1.67664100116,-0.0567572891518,-0.526155410245,-1.87759248437,0.378342233299,-0.559737960926,-0.251775346281,-0.692935599176,-82.1526390076,-67.0927207947,-2006.00480143,0.174026774367,450976,4,30,0.14103111425,-0.459950125517,-0.345514650443,-0.805714424086,346.166170247,41.3193967183,-1831.34303792,0.400614417593,450976,4,30,0.956109850094,0.0585177161764,-0.0370585061514,0.284703878739,73.7583633854,-229.84903519,-409.201718069,0.43678052816,450976,4
23,1784906812295,2293,3231,1525,1006,2038,1936,1007,2295,3229,1525,1010,2041,1934,1001,0.378893254608,1.81163131049,-0.829883606246,-1.6843109051,-0.0567572891518,-0.174873809819,-1.60607788492,0.530387639704,-0.385429697686,-0.413578965013,-0.631732015564,-6.56612698237,-134.326905823,-2149.79538574,0.370275224249,451606,4,30,0.139299165618,-0.458690796396,-0.345430033383,-0.80676922834,345.965649414,41.5580429077,-1831.61994629,0.402346607049,451606,4,30,0.903200157057,0.305037464799,0.104417456892,0.283334812647,-91.8030664832,-200.545536422,-455.854651875,0.546796611087,451606,4
24,1784906823795,2202,3228,1525,830,1596,1330,1006,2205,3228,1525,831,1598,1323,1002,0.240834983698,1.81009732971,-0.829883606246,-1.95889346613,-0.736310778185,-1.11213607122,-1.60454390413,0.382077568752,-0.761512618962,0.0950352464592,-0.514862665716,96.0431549072,26.1011053085,-1949.55616862,0.208585688472,452296,4,30,0.138644720109,-0.458669317249,-0.345204188955,-0.806990809693,345.944193522,41.6809143066,-1831.6766154,0.399217125773,452296,4,30,0.784938384906,-0.184757765751,-0.233311065221,0.543417194006,35.1512467289,-174.473187379,-211.925329672,0.450424580752,452296,4
25,1784906835535,2200,2792,1233,829,1940,1990,1142,2202,2800,1235,830,1929,1982,1136,0.236233041334,1.15355355249,-1.27473803473,-1.96042744692,-0.228563137395,-0.101242732,-1.39899047855,0.449707373241,-0.787691930962,-0.204704225439,-0.367968586211,-52.6843242645,33.0446558634,-1861.85400391,0.197454143564,453001,4,30,0.139009812332,-0.459238203706,-0.345250343391,-0.80658461721,346.050575765,41.643567276,-1831.55247396,0.405909373363,453001,4,30,0.791723970388,0.135095897352,-0.339549232988,0.489518714258,188.983385399,-222.646291358,-273.304872778,0.451387370442,453001,4
26,1784906847542,2208,2360,1266,1031,2597,2134,1144,2207,2364,1260,1024,2588,2130,1138,0.243902945274,0.484737928972,-1.23638851504,-1.66283517407,0.782330201822,0.125786424607,-1.39592251698,0.437503927874,-0.668139502273,-0.432999438601,-0.41796100867,-164.721407572,-16.8021505356,-1835.67106934,0.175340383748,453721,4,30,0.140143687682,-0.460261653483,-0.345184418522,-0.805832907212,346.158565267,41.5462598165,-1831.37957764,0.3903566281,453721,4,30,0.855103800053,0.3123823162,-0.255699971744,0.325318773069,265.401959172,-237.404126047,-370.974906892,0.427928203411,453721,4
27,1784906865442,2207,2332,1666,1366,2595,1493,1143,2206,2336,1660,1351,2591,1475,1138,0.242368964486,0.441786466911,-0.622796199882,-1.16122345643,0.786932144185,-0.878970991458,-1.39592251698,0.269600500564,-0.63136462906,0.154170332239,-0.710581300011,-149.035106913,126.466779073,-1856.56264242,0.0910957088073,454798,4,30,0.139585451466,-0.459726900443,-0.344927582604,-0.806344865121,346.140589396,41.6594595591,-1831.51553955,0.384308554729,454798,4,30,0.84768359406,-0.333600260116,-0.0679117037382,0.406855491923,253.393676027,-340.551256642,-269.879779845,0.394957584306,454798,4
28,1784906876756,2323,2222,2090,988,2690,942,1144,2320,2223,2087,984,2684,944,1139,0.417242774305,0.26844663788,0.0322135965456,-1.72419440558,0.929592357459,-1.69351478983,-1.39438853619,0.352292522341,0.466093652573,-0.677077046064,0.447452075006,161.147492472,167.081387329,-1834.95188802,0.131044932703,455476,4,30,0.13912648016,-0.459917413697,-0.344670665101,-0.806425401209,346.140350342,41.7827875773,-1831.52731527,0.378072562814,455476,4,30,-0.292819491929,0.927107167862,0.197304311456,-0.125698262223,108.310664419,-192.303802285,-34.9552837324,0.400139522092,455476,4
29,1784906887712,2321,2194,2133,829,2381,1366,1146,2320,2195,2130,829,2389,1358,1139,0.417242774305,0.225495175819,0.0981747704247,-1.96196142771,0.477068025032,-1.05844674364,-1.39438853619,0.114589511558,0.665721376761,-0.631627690156,0.380434952905,180.426367696,197.791708883,-1770.37598877,0.203070812424,456136,4,30,0.139108932983,-0.460133521165,-0.344611737366,-0.80633032805,346.149596151,41.802976354,-1831.48707275,0.381322857738,456136,4,30,-0.379470221224,0.785737178512,0.313364298302,-0.374729574571,154.816145356,-176.497486397,20.2937464191,0.432024162162,456136,4
30,1784906897567,2351,1945,2249,831,2372,1538,1144,2347,2117,2208,829,2382,1452,1139,0.458660255578,0.105844674364,0.21782527188,-1.96196142771,0.466330159517,-0.91425254958,-1.39438853619,0.115626282691,0.645568560135,-0.64699420599,0.388934820158,198.800405884,211.963019816,-1747.29683431,0.180670787891,456727,4,30,0.139161124835,-0.460690566487,-0.344651773888,-0.805986065661,346.181878662,41.8256403605,-1831.42790934,0.388737039765,456727,4,30,-0.371805006823,0.798621374947,0.290955023243,-0.373242696954,165.523769566,-167.037895137,49.4599584423,0.428670525791,456727,4
31,1784906907128,2261,1684,2249,830,2047,1857,873,2347,2118,2208,829,2382,1448,1139,0.458660255578,0.107378655152,0.21782527188,-1.96196142771,0.466330159517,-0.920388472731,-1.39438853619,0.117350685738,0.644717776885,-0.648439610379,0.387419509598,199.339853923,211.297584534,-1747.74591471,0.185463798046,457300,4,30,0.139199636417,-0.46060863729,-0.344601667763,-0.806047663014,346.170910645,41.8273722331,-1831.4379069,0.383167336384,457300,4,30,-0.369452622997,0.79997586126,0.291401169002,-0.372328805583,164.780864463,-166.4533526,49.2382955282,0.425692410148,457300,4
35,1784907408608,1461,911,2105,2144,1039,2826,3527,2348,2118,2208,829,2382,1173,1139,0.460194236366,0.107378655152,0.21782527188,-1.96196142771,0.466330159517,-1.3422331894,-1.39438853619,0.247214745413,0.577406417044,-0.732239947347,0.263270504835,224.461136882,157.026091003,-1786.74215088,0.192913540204,487423,4,30,0.138970392104,-0.46047618331,-0.344597748856,-0.806164565214,346.151225789,41.8533878326,-1831.47338053,0.386794834336,487423,4,30,-0.191437487621,0.875107220697,0.327684768059,-0.300269434673,113.622998199,-130.129116036,15.1769443724,0.43223359178,487423,4
36,1784907418081,1176,1077,2081,2345,1487,2930,3525,2347,2118,2208,829,2382,1173,1139,0.458660255578,0.107378655152,0.21782527188,-1.96196142771,0.466330159517,-1.3422331894,-1.39438853619,0.247113733847,0.577423315639,-0.732270206968,0.263244109313,224.485375977,157.011535136,-1786.75731201,0.196410533786,487990,4,30,0.138962320802,-0.460549734255,-0.344629676409,-0.806110291346,346.179291789,41.8473203023,-1831.46965739,0.382619868716,487990,4,30,-0.191434397795,0.875060530572,0.327634631329,-0.300462123287,113.608167281,-130.134847889,15.1494239204,0.430087272211,487990,4
37,1784908291888,1158,1356,2080,3245,2021,2569,3303,1158,1352,2081,3248,2027,2576,3297,-1.36524290122,-1.06765062837,0.0230097118183,1.74873809819,-0.0782330201822,0.809941856004,1.91594200407,0.120501673515,0.78256376906,0.0322912896096,0.609943084763,-3.42638422648,141.728563944,-1943.27560221,0.135422191024,540475,4,30,0.140621941254,-0.461132884297,-0.345115563138,-0.805280808624,346.274848429,41.3487578074,-1831.15061849,0.41269038717,540475,4,30,-0.84624039583,0.350110216003,0.395046637559,-0.0723752946124,102.206783841,-310.785533187,-194.692566048,0.434341484875,540475,4
38,1784908303655,1160,1801,2080,3273,2022,2759,3306,1160,1799,2081,3274,2027,2764,3297,-1.36217493964,-0.381961216184,0.0230097118183,1.78862159867,-0.0782330201822,1.09833024413,1.91594200407,0.381767604576,0.629955282182,-0.377274174602,0.561314560407,164.234898376,255.351717631,-1955.23912354,0.265855802099,541183,4,30,0.138721118659,-0.460547276917,-0.344569783919,-0.806178839323,346.173204549,41.8163407644,-1831.48473714,0.397588720918,541183,4,30,-0.559687600597,0.76077262513,0.328554411399,-0.00517700113634,14.0409076778,-305.990675812,-13.6605931659,0.478284537185,541183,4
39,1784908729043,1135,1508,1853,3267,2129,1877,2979,1135,1505,1855,3275,2120,1889,2986,-1.40052445934,-0.832951567822,-0.323669946244,1.79015557946,0.0644271930912,-0.243902945274,1.43887397904,0.320097097757,-0.538679818678,-0.202234860429,-0.752637337756,-135.6283137,121.210820516,-1949.01982015,0.145000292361,566734,4,30,0.139354866267,-0.460775630525,-0.345112249076,-0.805706879144,346.175963338,42.1018569946,-1831.4192749,0.395190178355,566734,4,30,0.969016429407,-0.0243770581653,-0.00493407430302,0.245740866534,167.268608446,-368.915085331,-296.894510169,0.4209517334,566734,4
40,1784908745621,1107,1679,1851,2898,2034,1795,2976,1107,1673,1852,2911,2041,1802,2982,-1.4434759214,-0.575242795457,-0.328271888608,1.23178657267,-0.0567572891518,-0.37735927382,1.43273805589,0.377195674112,-0.464553561064,-0.413956140908,-0.685969187164,-225.532693481,70.0890975952,-2035.63680827,0.265665771067,567730,4,30,0.139004824956,-0.46035872402,-0.344870160203,-0.806109221172,346.169917806,42.1645890554,-1831.5567749,0.393828718861,567730,4,30,0.962020511109,0.206193691677,0.0138526220704,0.1783502245,138.861468425,-417.20730308,-419.437567217,0.475057219413,567730,4
41,1784908755922,1107,1560,1850,2794,2032,1589,2976,1106,1557,1851,2800,2039,1584,2980,-1.44500990219,-0.753184566852,-0.329805869395,1.06151470522,-0.0598252507275,-0.711767085579,1.42967009431,0.545216149709,-0.331551356627,-0.607137898791,-0.473494054732,-203.689387512,-139.610153198,-2028.53493245,0.253703760604,568348,4,30,0.139355886639,-0.460759060971,-0.34555558641,-0.805526139423,346.186847941,41.9024941762,-1831.38498942,0.398931776484,568348,4,30,0.819956102292,0.530456579863,0.0548876378448,0.208026811748,112.660579791,-251.875618697,-545.935052894,0.472770727132,568348,4
42,1784908766917,1058,1106,1712,2989,1959,1988,3238,1058,1101,1714,2983,1960,1984,3231,-1.51864098001,-1.45267980613,-0.539961237336,1.3422331894,-0.181009732971,-0.0981747704247,1.81469927207,0.482362497428,-0.367561208891,-0.531679401918,-0.591220933637,-87.8080965678,-216.510230509,-2057.90957031,0.318296925227,569008,4,30,0.140314619065,-0.460670245048,-0.345638433385,-0.805374947693,346.222148641,41.7124322255,-1831.3358724,0.412414372961,569008,4,30,0.896930386292,0.394488432106,0.068453928181,0.187640131094,18.7525747784,-146.80708509,-533.378719673,0.520959257172,569008,4
43,1784908777735,969,944,1713,3273,1818,2352,3240,971,940,1715,3270,1822,2355,3231,-1.65209730855,-1.69965071298,-0.538427256548,1.78248567552,-0.392699081699,0.470932101881,1.81469927207,0.369993866326,-0.517289334047,-0.191988552726,-0.747433394615,-22.3225769043,-50.4508771261,-2003.54864909,0.164329017202,569659,4,30,0.139952936528,-0.460711841241,-0.345530341905,-0.805460463164,346.192970785,41.7604890188,-1831.38935547,0.398047624032,569659,4,30,0.958468968108,-0.00555733372259,0.0286700542475,0.283697693337,44.6496422725,-207.456938098,-359.045255635,0.430634342444,569659,4
44,1784908788627,968,852,1713,3272,1442,2557,3563,970,851,1715,3270,1438,2560,3560,-1.65363128934,-1.8361750031,-0.538427256548,1.78248567552,-0.981747704247,0.785398163397,2.31937895128,0.16023348185,-0.578255477833,-0.112228754568,-0.792054632143,83.0404914856,15.0219631195,-2043.6378418,0.173662453393,570313,4,30,0.139455655563,-0.46044007542,-0.345746436528,-0.805609371039,346.177987671,41.7792452494,-1831.39256999,0.410370300213,570313,4,30,0.965486787077,-0.190300610495,-0.0614051164153,0.166884251211,-39.1031824605,-214.565735731,-259.687958178,0.44560344592,570313,4
45,1784908802175,2233,853,991,2539,2168,2868,3028,2231,851,996,2536,2165,2873,3033,0.280718484183,-1.8361750031,-1.64135944304,0.656543777215,0.133456328546,1.26553415001,1.51097107607,0.359657177499,-0.717651230307,-0.376771926394,-0.462240567014,16.4555743535,-99.4179725647,-1674.22594401,0.132666969051,571126,4,30,0.143250328583,-0.462286632621,-0.345868513613,-0.803831688821,346.494978841,41.2507005056,-1830.81125488,0.381184353431,571126,4,30,0.885158741286,0.206447686983,-0.292761774121,0.296924062476,294.732723673,-13.978606045,-257.235036198,0.403611243622,571126,4
46,1784908813324,2354,852,991,2911,2169,2917,3028,2353,851,996,2907,2166,2922,3033,0.467864140305,-1.8361750031,-1.64135944304,1.22565064952,0.134990309334,1.34069920861,1.51097107607,0.0447957927278,-0.801777524316,-0.222128485246,-0.55299645071,20.7513662974,125.431270599,-1717.34772542,0.178611250222,571795,4,30,0.141931823663,-0.462279588635,-0.345601835429,-0.804184251718,346.450840251,41.4763543447,-1830.91867676,0.403324044744,571795,4,30,0.898482381791,-0.105573924221,-0.405183479498,0.131946595552,276.616240495,-190.71224507,-114.626486287,0.441103461531,571795,4
47,1784908824268,2383,852,991,3265,2179,2986,3027,2381,851,995,3265,2175,2994,3033,0.510815602366,-1.8361750031,-1.64289342383,1.77481577158,0.148796136425,1.45114582534,1.51097107607,0.224521740684,0.762204592186,0.0213548381242,0.606776827589,130.578440348,250.858931986,-1793.80463867,0.188750297825,572452,4,30,0.140902056142,-0.461774207658,-0.345067387988,-0.804884892058,346.401060994,41.7254337311,-1831.12117106,0.400127701958,572452,4,30,-0.816085206309,0.403265251556,0.413777143328,0.0130594253576,165.791285006,-252.885846274,16.4543561173,0.442412536896,572452,4
48,1784908841925,3769,1886,1363,1423,1024,1698,512,3768,1879,1354,1424,1031,1697,518,2.63844695516,-0.259242753153,-1.09219432097,-1.04924285891,-1.60607788492,-0.538427256548,-2.34699060547,0.411630366392,0.511796019338,-0.613380606716,0.438622283244,324.467670695,298.066379801,-1904.00797119,0.342188717922,573514,4,30,0.137603501926,-0.460782351504,-0.343803928148,-0.806562929839,346.144306437,42.4547903697,-1831.68104248,0.392938783765,573514,4,30,-0.322078605194,0.905627055921,0.267803107155,-0.0662306836635,-24.7042078939,-228.12475701,135.59920043,0.521050867439,573514,4
